recommender,district,visits,visit_share,spend,spend_share,run
popularity,Sant Andreu,4,0.00036586481295161437,59.76,0.0003035415311963495,2
popularity,Sant Marti,597,0.05460532333302845,8602.099999999948,0.043693015487016436,2
popularity,Sants-Montjuic,428,0.03914753498582274,8841.580000000045,0.04490941652267459,2
popularity,Sarria-Sant Gervasi,166,0.015183389737491997,3760.0399999999977,0.019098532445775123,2
personalized,Ciutat Vella,4510,0.41620524178663715,64972.28000000025,0.36205373163604326,2
personalized,Eixample,1602,0.1478405315614618,35832.920000000115,0.19967657594001315,2
personalized,Gracia,634,0.058508674787744554,12117.5599999999,0.06752430138396866,2
personalized,Horta-Guinardo,255,0.02353266888150609,4570.120000000002,0.02546669133397363,2
personalized,Les Corts,134,0.012366186784791436,3203.1799999999935,0.017849508622783963,2
personalized,Nou Barris,327,0.03017718715393134,4088.8800000000174,0.022785013273537345,2
personalized,Sant Andreu,123,0.011351052048726468,1883.880000000001,0.010497796659660195,2
personalized,Sant Marti,1768,0.16315983757844224,22865.62000000006,0.1274171546261226,2
personalized,Sants-Montjuic,1011,0.09330011074197121,21531.919999999944,0.11998519961572383,2
personalized,Sarria-Sant Gervasi,472,0.04355850867478774,8388.439999999964,0.04674402690816801,2
sustainable,Ciutat Vella,3241,0.302812295618051,47756.26000000034,0.26708600663964327,2
sustainable,Eixample,1156,0.10800710081285621,25615.80000000015,0.14326125473141668,2
sustainable,Gracia,775,0.0724096047837055,14873.91999999986,0.08318523887501779,2
sustainable,Horta-Guinardo,520,0.04858450901616369,9048.480000000045,0.05060535287643283,2
sustainable,Les Corts,288,0.026908343455106044,6905.779999999967,0.03862189381940491,2
sustainable,Nou Barris,616,0.05755395683453238,7703.640000000037,0.0430840782797777,2
sustainable,Sant Andreu,479,0.0447538073437354,7304.039999999971,0.04084923894660508,2
sustainable,Sant Marti,1772,0.16556105764738857,23513.760000000064,0.1315051944914227,2
sustainable,Sants-Montjuic,1137,0.10623189759880407,23535.439999999915,0.1316264440328212,2
