recommender,neighbourhood,visits,share,run
crowd_aware,El Carmel,107,0.010368217054263567,7
crowd_aware,El Clot,115,0.011143410852713179,7
crowd_aware,Font de la Guatlla,237,0.022965116279069768,7
crowd_aware,Fort Pienc,320,0.031007751937984496,7
crowd_aware,Gotic,1100,0.1065891472868217,7
crowd_aware,Guinardo,133,0.012887596899224807,7
crowd_aware,Horta,68,0.006589147286821705,7
crowd_aware,La Bordeta,56,0.005426356589147287,7
crowd_aware,La Guineueta,183,0.017732558139534883,7
crowd_aware,La Maternitat,132,0.012790697674418604,7
crowd_aware,La Salut,248,0.024031007751937984,7
crowd_aware,Montjuic,482,0.04670542635658915,7
crowd_aware,Pedralbes,76,0.007364341085271318,7
crowd_aware,Poblenou,721,0.06986434108527131,7
crowd_aware,Raval,632,0.06124031007751938,7
crowd_aware,Raval/Gotic,566,0.054844961240310075,7
crowd_aware,Sagrada Familia,299,0.028972868217054262,7
crowd_aware,Sant Andreu,172,0.016666666666666666,7
crowd_aware,Sant Antoni,233,0.022577519379844962,7
crowd_aware,Sant Gervasi,192,0.018604651162790697,7
crowd_aware,Sant Pere,730,0.07073643410852713,7
crowd_aware,Sants,212,0.02054263565891473,7
crowd_aware,Turo de la Peira,134,0.012984496124031008,7
crowd_aware,Vallvidrera,235,0.022771317829457363,7
crowd_aware,Vila de Gracia,365,0.035368217054263566,7
sustainable,Barceloneta,438,0.041146077970878346,7
sustainable,Born,388,0.036449037106622825,7
sustainable,Collserola,226,0.021230624706434945,7
sustainable,Diagonal Mar,465,0.04368248003757633,7
sustainable,Dreta de l'Eixample,622,0.058431188351338655,7
sustainable,El Carmel,144,0.013527477689055895,7
sustainable,El Clot,156,0.01465476749647722,7
sustainable,Font de la Guatlla,230,0.02160638797557539,7
sustainable,Fort Pienc,388,0.036449037106622825,7
sustainable,Gotic,835,0.07844058243306717,7
sustainable,Guinardo,203,0.01906998590887741,7
sustainable,Horta,158,0.01484264913104744,7
sustainable,La Bordeta,103,0.009675904180366368,7
sustainable,La Guineueta,343,0.03222170032879286,7
sustainable,La Maternitat,113,0.010615312353217473,7
sustainable,La Salut,224,0.021042743071864725,7
sustainable,Montjuic,488,0.04584311883513387,7
sustainable,Pedralbes,174,0.016345702207609208,7
sustainable,Poblenou,730,0.06857679661813058,7
sustainable,Raval,566,0.05317050258337248,7
sustainable,Raval/Gotic,397,0.03729450446218882,7
sustainable,Sagrada Familia,200,0.018788163457022077,7
sustainable,Sant Andreu,486,0.04565523720056364,7
sustainable,Sant Antoni,321,0.03015500234852043,7
sustainable,Sant Gervasi,215,0.020197275716298733,7
sustainable,Sant Pere,652,0.06124941286989197,7
sustainable,Sants,308,0.028933771723814,7
sustainable,Turo de la Peira,253,0.023767026773132926,7
sustainable,Vallvidrera,273,0.025645843118835134,7
sustainable,Vila de Gracia,546,0.05129168623767027,7
random,Barceloneta,443,0.04023980379689345,8
random,Born,522,0.047415750749386865,8
random,Collserola,216,0.019620310654918705,8
random,Diagonal Mar,533,0.04841493323644291,8
random,Dreta de l'Eixample,565,0.0513216459260605,8
random,El Carmel,215,0.019529475883368154,8
random,El Clot,226,0.0205286583704242,8
random,Font de la Guatlla,206,0.01871196293941321,8
random,Fort Pienc,490,0.04450903805976928,8
random,Gotic,812,0.07375783449904623,8
random,Guinardo,125,0.011354346443818693,8
random,Horta,168,0.015260241620492325,8
random,La Bordeta,156,0.01417022436188573,8
random,La Guineueta,315,0.02861295303842311,8
random,La Maternitat,57,0.005177581978381324,8
random,La Salut,170,0.015441911163593424,8
random,Montjuic,514,0.04668907257698247,8
random,Pedralbes,185,0.016804432736851668,8
random,Poblenou,773,0.0702152784085748,8
random,Raval,846,0.07684621673176492,8
random,Raval/Gotic,446,0.040512308111545096,8
random,Sagrada Familia,139,0.012626033245526387,8
random,Sant Andreu,396,0.03597056953401762,8
random,Sant Antoni,248,0.02252702334453629,8
random,Sant Gervasi,258,0.023435371060041784,8
random,Sant Pere,644,0.05849759287855391,8
random,Sants,324,0.029430465982378053,8
random,Turo de la Peira,261,0.023707875374693432,8
random,Vallvidrera,279,0.025342901262603326,8
random,Vila de Gracia,477,0.04332818602961214,8
popularity,Barceloneta,697,0.06360649753604672,8
popularity,Born,238,0.02171929184157693,8
popularity,Collserola,19,0.0017338930461763095,8
popularity,Diagonal Mar,42,0.003832816207337105,8
popularity,Dreta de l'Eixample,1645,0.15011863478736995,8
popularity,El Carmel,14,0.0012776054024457018,8
popularity,El Clot,2,0.0001825150574922431,8
popularity,Font de la Guatlla,84,0.00766563241467421,8
popularity,Fort Pienc,146,0.013323599196933747,8
popularity,Gotic,2340,0.21354261726592444,8
popularity,Guinardo,17,0.0015513779886840665,8
popularity,Horta,4,0.0003650301149844862,8
popularity,La Bordeta,1,9.125752874612155e-05,8
popularity,La Guineueta,200,0.018251505749224312,8
popularity,La Maternitat,51,0.0046541339660522,8
popularity,La Salut,980,0.08943237817119912,8
popularity,Montjuic,160,0.014601204599379448,8
popularity,Pedralbes,65,0.005931739368497901,8
popularity,Poblenou,351,0.032031392589888665,8
popularity,Raval,742,0.0677130863296222,8
popularity,Raval/Gotic,1262,0.1151670012776054,8
popularity,Sagrada Familia,810,0.07391859828435846,8
popularity,Sant Andreu,4,0.0003650301149844862,8
popularity,Sant Antoni,17,0.0015513779886840665,8
popularity,Sant Gervasi,84,0.00766563241467421,8
popularity,Sant Pere,396,0.036137981383464135,8
popularity,Sants,194,0.01770396057674758,8
popularity,Turo de la Peira,103,0.00939952546085052,8
popularity,Vallvidrera,74,0.006753057127212995,8
popularity,Vila de Gracia,216,0.019711626209162256,8
personalized,Barceloneta,577,0.05341108951217254,8
personalized,Born,481,0.044524669073405534,8
personalized,Collserola,108,0.009997222993612885,8
personalized,Diagonal Mar,502,0.04646857354438582,8
personalized,Dreta de l'Eixample,1036,0.0958992872350273,8
personalized,El Carmel,82,0.007590484124780154,8
personalized,El Clot,80,0.007405350365639174,8
personalized,Font de la Guatlla,248,0.02295658613348144,8
personalized,Fort Pienc,361,0.033416643524946776,8
personalized,Gotic,1310,0.12126261223734149,8
personalized,Guinardo,120,0.011108025548458762,8
personalized,Horta,39,0.0036101083032490976,8
personalized,La Bordeta,47,0.004350643339813015,8
personalized,La Guineueta,184,0.0170323058409701,8
personalized,La Maternitat,65,0.006016847172081829,8
personalized,La Salut,235,0.021753216699065075,8
personalized,Montjuic,458,0.04239563084328427,8
personalized,Pedralbes,87,0.008053318522632602,8
personalized,Poblenou,785,0.0726650004628344,8
personalized,Raval,673,0.06229750995093956,8
personalized,Raval/Gotic,705,0.06525965009719523,8
personalized,Sagrada Familia,293,0.027122095714153475,8
personalized,Sant Andreu,123,0.011385726187170231,8
personalized,Sant Antoni,249,0.02304915301305193,8
personalized,Sant Gervasi,213,0.0197167453485143,8
personalized,Sant Pere,799,0.07396093677682125,8
personalized,Sants,247,0.02286401925391095,8
personalized,Turo de la Peira,126,0.0116634268258817,8
personalized,Vallvidrera,164,0.015180968249560308,8
personalized,Vila de Gracia,406,0.03758215310561881,8
crowd_aware,Barceloneta,605,0.05844281298299846,8
crowd_aware,Born,372,0.03593508500772798,8
crowd_aware,Collserola,157,0.0151661514683153,8
crowd_aware,Diagonal Mar,497,0.048010046367851625,8
crowd_aware,Dreta de l'Eixample,966,0.09331530139103555,8
crowd_aware,El Carmel,111,0.010722565687789799,8
crowd_aware,El Clot,112,0.010819165378670788,8
crowd_aware,Font de la Guatlla,242,0.023377125193199382,8
crowd_aware,Fort Pienc,312,0.030139103554868624,8
crowd_aware,Gotic,1099,0.10616306027820711,8
crowd_aware,Guinardo,133,0.012847758887171561,8
crowd_aware,Horta,70,0.006761978361669242,8
crowd_aware,La Bordeta,57,0.005506182380216384,8
crowd_aware,La Guineueta,183,0.01767774343122102,8
crowd_aware,La Maternitat,133,0.012847758887171561,8
crowd_aware,La Salut,247,0.023860123647604328,8
crowd_aware,Montjuic,486,0.04694744976816074,8
crowd_aware,Pedralbes,88,0.008500772797527048,8
crowd_aware,Poblenou,718,0.06935857805255023,8
crowd_aware,Raval,630,0.060857805255023184,8
crowd_aware,Raval/Gotic,550,0.05312982998454405,8
crowd_aware,Sagrada Familia,293,0.02830370942812983,8
crowd_aware,Sant Andreu,177,0.017098145285935087,8
crowd_aware,Sant Antoni,232,0.02241112828438949,8
crowd_aware,Sant Gervasi,193,0.018643740340030912,8
crowd_aware,Sant Pere,740,0.07148377125193199,8
crowd_aware,Sants,212,0.020479134466769706,8
crowd_aware,Turo de la Peira,137,0.013234157650695518,8
crowd_aware,Vallvidrera,241,0.02328052550231839,8
crowd_aware,Vila de Gracia,359,0.034679289026275116,8
sustainable,Barceloneta,410,0.03855920248283645,8
sustainable,Born,402,0.037806827800244525,8
sustainable,Collserola,234,0.022006959465813974,8
sustainable,Diagonal Mar,461,0.04335559108436001,8
sustainable,Dreta de l'Eixample,618,0.05812094423022665,8
sustainable,El Carmel,138,0.012978463274710805,8
sustainable,El Clot,160,0.015047493651838616,8
sustainable,Font de la Guatlla,233,0.021912912630489983,8
sustainable,Fort Pienc,385,0.03620803159973667,8
sustainable,Gotic,825,0.07758863914229286,8
sustainable,Guinardo,207,0.019467694912066208,8
sustainable,Horta,160,0.015047493651838616,8
sustainable,La Bordeta,106,0.009968964544343083,8
sustainable,La Guineueta,356,0.03348067337534092,8
sustainable,La Maternitat,116,0.010909432897582996,8
sustainable,La Salut,223,0.02097244427725007,8
sustainable,Montjuic,498,0.04683532399134769,8
sustainable,Pedralbes,172,0.01617605567572651,8
sustainable,Poblenou,708,0.06658515940938588,8
sustainable,Raval,564,0.05304241512273112,8
sustainable,Raval/Gotic,380,0.03573779742311671,8
sustainable,Sagrada Familia,207,0.019467694912066208,8
sustainable,Sant Andreu,477,0.04486034044954387,8
sustainable,Sant Antoni,322,0.030283080974325215,8
sustainable,Sant Gervasi,207,0.019467694912066208,8
sustainable,Sant Pere,663,0.062353051819806264,8
sustainable,Sants,305,0.028684284773817362,8
sustainable,Turo de la Peira,264,0.024828364525533716,8
sustainable,Vallvidrera,278,0.026145020220069596,8
sustainable,Vila de Gracia,554,0.05210194676949121,8
random,Barceloneta,478,0.04310966810966811,9
random,Born,552,0.049783549783549784,9
random,Collserola,227,0.020472582972582972,9
random,Diagonal Mar,511,0.046085858585858584,9
random,Dreta de l'Eixample,581,0.052398989898989896,9
random,El Carmel,217,0.019570707070707072,9
random,El Clot,234,0.021103896103896104,9
random,Font de la Guatlla,208,0.01875901875901876,9
random,Fort Pienc,476,0.04292929292929293,9
random,Gotic,819,0.07386363636363637,9
random,Guinardo,100,0.009018759018759018,9
random,Horta,165,0.01488095238095238,9
random,La Bordeta,161,0.01452020202020202,9
random,La Guineueta,348,0.031385281385281384,9
random,La Maternitat,79,0.007124819624819625,9
random,La Salut,172,0.015512265512265512,9
random,Montjuic,507,0.045725108225108224,9
random,Pedralbes,179,0.016143578643578644,9
random,Poblenou,787,0.07097763347763347,9
random,Raval,830,0.07485569985569986,9
random,Raval/Gotic,437,0.03941197691197691,9
random,Sagrada Familia,147,0.013257575757575758,9
random,Sant Andreu,387,0.0349025974025974,9
random,Sant Antoni,263,0.02371933621933622,9
random,Sant Gervasi,250,0.022546897546897548,9
random,Sant Pere,643,0.05799062049062049,9
random,Sants,309,0.027867965367965368,9
random,Turo de la Peira,263,0.02371933621933622,9
random,Vallvidrera,279,0.025162337662337664,9
random,Vila de Gracia,479,0.043199855699855697,9
popularity,Barceloneta,690,0.06301369863013699,9
popularity,Born,232,0.021187214611872146,9
popularity,Collserola,11,0.001004566210045662,9
popularity,Diagonal Mar,54,0.004931506849315068,9
popularity,Dreta de l'Eixample,1635,0.14931506849315068,9
popularity,El Carmel,14,0.0012785388127853881,9
popularity,El Clot,1,9.132420091324201e-05,9
popularity,Font de la Guatlla,96,0.008767123287671232,9
popularity,Fort Pienc,172,0.015707762557077627,9
popularity,Gotic,2314,0.211324200913242,9
popularity,Guinardo,20,0.0018264840182648401,9
popularity,Horta,1,9.132420091324201e-05,9
popularity,La Bordeta,2,0.00018264840182648402,9
popularity,La Guineueta,190,0.017351598173515982,9
popularity,La Maternitat,55,0.00502283105022831,9
popularity,La Salut,996,0.09095890410958904,9
popularity,Montjuic,179,0.01634703196347032,9
popularity,Pedralbes,70,0.006392694063926941,9
popularity,Poblenou,344,0.031415525114155254,9
popularity,Raval,726,0.0663013698630137,9
popularity,Raval/Gotic,1253,0.11442922374429224,9
popularity,Sagrada Familia,812,0.07415525114155251,9
popularity,Sant Andreu,3,0.000273972602739726,9
popularity,Sant Antoni,17,0.0015525114155251142,9
popularity,Sant Gervasi,106,0.009680365296803653,9
popularity,Sant Pere,403,0.03680365296803653,9
popularity,Sants,196,0.017899543378995433,9
popularity,Turo de la Peira,84,0.007671232876712329,9
popularity,Vallvidrera,65,0.005936073059360731,9
popularity,Vila de Gracia,209,0.01908675799086758,9
personalized,Barceloneta,599,0.05485347985347985,9
personalized,Born,470,0.04304029304029304,9
personalized,Collserola,111,0.010164835164835165,9
personalized,Diagonal Mar,519,0.047527472527472525,9
personalized,Dreta de l'Eixample,1042,0.09542124542124542,9
personalized,El Carmel,77,0.007051282051282051,9
personalized,El Clot,76,0.00695970695970696,9
personalized,Font de la Guatlla,259,0.023717948717948717,9
personalized,Fort Pienc,359,0.03287545787545788,9
personalized,Gotic,1330,0.12179487179487179,9
personalized,Guinardo,124,0.011355311355311355,9
personalized,Horta,40,0.003663003663003663,9
personalized,La Bordeta,42,0.0038461538461538464,9
personalized,La Guineueta,173,0.01584249084249084,9
personalized,La Maternitat,70,0.00641025641025641,9
personalized,La Salut,238,0.021794871794871794,9
personalized,Montjuic,477,0.04368131868131868,9
personalized,Pedralbes,95,0.0086996336996337,9
personalized,Poblenou,792,0.07252747252747253,9
personalized,Raval,672,0.06153846153846154,9
personalized,Raval/Gotic,736,0.0673992673992674,9
personalized,Sagrada Familia,312,0.02857142857142857,9
personalized,Sant Andreu,116,0.010622710622710623,9
personalized,Sant Antoni,235,0.02152014652014652,9
personalized,Sant Gervasi,196,0.017948717948717947,9
personalized,Sant Pere,806,0.07380952380952381,9
personalized,Sants,254,0.02326007326007326,9
personalized,Turo de la Peira,134,0.01227106227106227,9
personalized,Vallvidrera,153,0.014010989010989012,9
personalized,Vila de Gracia,413,0.03782051282051282,9
crowd_aware,Barceloneta,624,0.059536303787806506,9
crowd_aware,Born,388,0.037019368380879686,9
crowd_aware,Collserola,156,0.014884075946951627,9
crowd_aware,Diagonal Mar,487,0.04646503196259899,9
crowd_aware,Dreta de l'Eixample,981,0.09359793912794581,9
crowd_aware,El Carmel,111,0.010590592500715581,9
crowd_aware,El Clot,117,0.01116305696021372,9
crowd_aware,Font de la Guatlla,241,0.022993989123175268,9
crowd_aware,Fort Pienc,317,0.030245205610151704,9
crowd_aware,Gotic,1107,0.10561969277740674,9
crowd_aware,Guinardo,134,0.012785039595458448,9
crowd_aware,Horta,66,0.006297109054479534,9
crowd_aware,La Bordeta,59,0.005629233851731705,9
crowd_aware,La Guineueta,180,0.017173933784944185,9
crowd_aware,La Maternitat,131,0.012498807365709378,9
crowd_aware,La Salut,249,0.02375727506917279,9
crowd_aware,Montjuic,506,0.0482778360843431,9
crowd_aware,Pedralbes,86,0.008205323919473333,9
crowd_aware,Poblenou,732,0.06984066405877301,9
crowd_aware,Raval,634,0.06049041122030341,9
crowd_aware,Raval/Gotic,566,0.05400248067932449,9
crowd_aware,Sagrada Familia,304,0.029004865947905734,9
crowd_aware,Sant Andreu,176,0.016792290811945425,9
crowd_aware,Sant Antoni,238,0.0227077568934262,9
crowd_aware,Sant Gervasi,191,0.018223451960690775,9
crowd_aware,Sant Pere,734,0.0700314855452724,9
crowd_aware,Sants,233,0.02223070317717775,9
crowd_aware,Turo de la Peira,130,0.012403396622459689,9
crowd_aware,Vallvidrera,239,0.02280316763667589,9
crowd_aware,Vila de Gracia,364,0.03472951054288713,9
sustainable,Barceloneta,425,0.03975306332429146,9
sustainable,Born,391,0.03657281825834814,9
sustainable,Collserola,227,0.02123281264615097,9
sustainable,Diagonal Mar,468,0.04377513796651389,9
sustainable,Dreta de l'Eixample,625,0.058460387241605086,9
sustainable,El Carmel,141,0.013188663361706108,9
sustainable,El Clot,161,0.01505939575343747,9
sustainable,Font de la Guatlla,231,0.02160695912449724,9
sustainable,Fort Pienc,404,0.03778879431297353,9
sustainable,Gotic,840,0.07857076045271724,9
sustainable,Guinardo,205,0.019175007015246468,9
sustainable,Horta,162,0.01515293237302404,9
sustainable,La Bordeta,105,0.009821345056589655,9
sustainable,La Guineueta,348,0.03255074361612571,9
sustainable,La Maternitat,111,0.010382564774109064,9
sustainable,La Salut,227,0.02123281264615097,9
sustainable,Montjuic,501,0.04686184641287064,9
sustainable,Pedralbes,185,0.017304274623515106,9
sustainable,Poblenou,727,0.06800112243943504,9
sustainable,Raval,565,0.052848190066411,9
sustainable,Raval/Gotic,385,0.036011598540828735,9
sustainable,Sagrada Familia,207,0.019362080254419604,9
sustainable,Sant Andreu,479,0.04480404078196614,9
sustainable,Sant Antoni,322,0.03011879150687494,9
sustainable,Sant Gervasi,214,0.02001683659152558,9
sustainable,Sant Pere,652,0.06098587597044243,9
sustainable,Sants,303,0.028341595734730145,9
sustainable,Turo de la Peira,256,0.023945374614161446,9
sustainable,Vallvidrera,279,0.026096716864652512,9
sustainable,Vila de Gracia,545,0.050977457674679635,9
